customerID,tenure,PhoneService,Contract,Paperless,PaymentMethod,MonthlyCharges,MonthlyGroceryspent,Churn,Revenue,gender,Age,Partner,N_dependent
6035-BXTTY,32,Yes,Month-to-month,No,Bank transfer (automatic),54.65,746,No,80076,Female,78,No,0
6035-RIIOM,54,Yes,Two year,Yes,Bank transfer (automatic),97.2,1369,No,182640,Male,61,No,0
6036-TTFYU,16,Yes,Month-to-month,No,Mailed check,19.6,1000,No,42826,Male,40,Yes,0
6038-GCYEC,24,No,Month-to-month,Yes,Credit card (automatic),54.15,685,Yes,79820,Female,27,No,0
6040-CGACY,15,Yes,Month-to-month,No,Mailed check,19.6,1000,,127817,Male,44,No,0
6047-SUHPR,39,Yes,One year,No,Electronic check,59.8,1088,No,71858,Female,24,Yes,1
6047-YHPVI,5,Yes,Month-to-month,Yes,Electronic check,69.7,1079,Yes,74996,Female,31,No,0
6048-NJXHX,41,Yes,Two year,Yes,Electronic check,19.75,271,No,37359,Male,40,Yes,0
6048-QBXKL,2,Yes,Month-to-month,Yes,Credit card (automatic),56.55,894,No,89798,Female,62,No,0
6048-UWKAL,69,Yes,Two year,No,Credit card (automatic),105.4,1467,No,213382,Female,78,Yes,0
6050-FFXES,69,Yes,Two year,No,Bank transfer (automatic),105.35,1371,No,210502,Female,51,Yes,0
6050-IJRHS,70,Yes,One year,Yes,Electronic check,106.5,1363,No,200164,Female,22,Yes,1
6051-PTVNS,55,Yes,One year,No,Credit card (automatic),19.15,249,,40744,Male,36,Yes,1
6060-DRTNL,5,Yes,Month-to-month,Yes,Mailed check,84.85,1247,Yes,113750,Male,63,No,0
6060-QBMGV,70,Yes,Two year,No,Credit card (automatic),19.85,151,No,26706,Male,32,Yes,0
6061-GWWAV,41,Yes,One year,No,Mailed check,70.2,1278,No,98666,Female,41,No,1
6061-PQHMK,25,Yes,One year,No,Credit card (automatic),19.9,342,Undecided,37015,Male,22,No,0
6064-PUPMC,23,Yes,One year,No,Credit card (automatic),57.2,1068,No,81473,Female,42,Yes,1
6064-ZATLR,27,Yes,Two year,No,Bank transfer (automatic),52.85,779,No,47559,Female,27,No,0
6067-NGCEU,65,Yes,Month-to-month,Yes,Credit card (automatic),111.05,1483,No,171702,Female,19,No,0
6072-NUQCB,22,Yes,One year,No,Bank transfer (automatic),20.25,615,No,34154,Male,27,Yes,1
6075-QMNRR,52,Yes,Month-to-month,Yes,Bank transfer (automatic),49.75,828,No,32421,Female,50,No,0
6075-SLNIL,38,Yes,Month-to-month,Yes,Credit card (automatic),95.1,1415,No,187198,Male,50,No,0
6077-BDPXA,3,Yes,Month-to-month,Yes,Electronic check,70.15,1202,No,87376,Female,56,No,0
6078-VESFR,13,Yes,Month-to-month,No,Bank transfer (automatic),70.45,1276,No,70237,Female,78,Yes,0
6080-LNESI,51,Yes,Two year,No,Mailed check,24.75,643,No,41378,Male,34,No,0
6080-TCMYC,40,Yes,Month-to-month,Yes,Electronic check,81.2,1258,No,109324,Male,30,Yes,1
6082-GLJIX,18,Yes,Month-to-month,No,Mailed check,19.25,1000,,29651,Male,37,No,0
6082-OQFBA,23,Yes,One year,No,Mailed check,19.65,315,No,23304,Male,35,Yes,1
6086-ESGRL,1,Yes,Month-to-month,No,Credit card (automatic),80.15,1240,Yes,108015,Male,35,No,0
6087-MVHJH,16,Yes,Month-to-month,Yes,Electronic check,88.45,1477,Yes,128690,Male,27,No,0
6087-YPWHO,72,Yes,Two year,No,Mailed check,68.15,860,No,78340,Female,34,Yes,0
6088-BXMRG,32,Yes,Month-to-month,Yes,Electronic check,98.85,1427,No,188975,Male,32,Yes,2
6092-QZVPP,36,Yes,Month-to-month,Yes,Credit card (automatic),79.2,1254,No,121165,Male,40,No,0
6094-ZIVKX,68,Yes,One year,Yes,Credit card (automatic),54.45,779,No,89355,Female,32,No,0
6096-EGVTU,64,Yes,One year,No,Mailed check,24.9,519,No,43069,Male,24,Yes,1
6097-EQISJ,66,Yes,One year,Yes,Credit card (automatic),102.45,1408,Yes,217328,Female,40,Yes,3
6100-FJZDG,26,Yes,One year,Yes,Bank transfer (automatic),20.05,567,No,36246,Male,51,Yes,2
6100-QQHEB,17,Yes,Month-to-month,Yes,Electronic check,92.55,1359,Yes,142711,Male,60,Yes,3
6101-IMRMM,6,Yes,Month-to-month,No,Mailed check,94.5,1357,Yes,221220,Male,30,No,1
6103-BOCOU,26,Yes,Month-to-month,Yes,Electronic check,80.7,1271,No,111039,Male,22,No,0
6103-LIANB,59,Yes,Two year,Yes,Credit card (automatic),99.5,1380,No,206611,Male,43,Yes,6
6103-QCKFX,44,Yes,Month-to-month,No,Bank transfer (automatic),56.25,944,No,95432,Female,50,Yes,1
6108-OQZDQ,4,Yes,Month-to-month,Yes,Electronic check,97.95,1373,Yes,208818,Male,50,Yes,2
6110-OHIHY,3,Yes,Month-to-month,No,Electronic check,79.25,1283,Yes,101103,Male,51,No,0
6112-KTHFQ,13,Yes,Month-to-month,Yes,Mailed check,19.3,264,No,25269,Male,40,No,0
6114-TCFID,29,No,One year,No,Credit card (automatic),39.5,837,No,36249,Female,33,No,0
6115-ZTBFQ,72,No,Two year,No,Bank transfer (automatic),65.5,1001,No,94299,Female,43,Yes,0
6116-RFVHN,34,Yes,Month-to-month,Yes,Electronic check,100.45,1458,No,221035,Male,40,Yes,0
6119-SPUDB,46,No,Two year,No,Mailed check,38.25,824,No,27466,Female,63,No,0
6120-RJKLU,62,Yes,Two year,Yes,Credit card (automatic),79.95,1186,No,121791,Male,88,Yes,0
6121-TNHBO,63,Yes,One year,No,Bank transfer (automatic),83,1286,No,118703,Male,75,No,0
6121-VZNQB,1,Yes,Month-to-month,Yes,Mailed check,19.1,155,Yes,35340,Male,30,No,0
6122-EFVKN,24,No,Two year,No,Mailed check,35.75,751,No,28393,Female,28,No,1
6122-LJADA,70,Yes,Two year,Yes,Credit card (automatic),90.15,1429,No,160565,Male,29,Yes,1
6124-ACRHJ,1,Yes,Month-to-month,No,Mailed check,19.75,226,No,23970,Male,31,No,0
6127-ISGTU,16,Yes,Month-to-month,Yes,Electronic check,84.95,1198,Yes,100428,Male,24,Yes,0
6127-IYJOZ,1,Yes,Month-to-month,Yes,Mailed check,45.85,710,No,37702,Female,65,No,0
6128-AQBMT,41,No,Month-to-month,Yes,Electronic check,53.95,817,No,47118,Female,65,Yes,0
6128-CZOMY,1,Yes,Month-to-month,Yes,Electronic check,45.65,696,Yes,23726,Female,41,No,0
6128-DAFVY,56,No,Month-to-month,Yes,Credit card (automatic),44.85,632,No,22490,Female,52,No,0
6131-FOYAS,35,Yes,Month-to-month,Yes,Electronic check,59.6,1002,No,90938,Female,27,No,0
6131-IUNXN,19,Yes,Month-to-month,No,Mailed check,20.2,528,No,35074,Male,48,Yes,3
6131-JLWZM,13,Yes,Month-to-month,Yes,Mailed check,20.3,470,No,41584,Male,40,No,0
6133-OZILE,18,No,Month-to-month,Yes,Electronic check,35.2,825,No,32076,Female,24,No,0
6134-KWTBV,62,Yes,Two year,No,Bank transfer (automatic),23.4,648,No,25683,Male,51,No,0
6135-OZQVA,7,Yes,Month-to-month,Yes,Electronic check,53.65,638,No,58684,Female,35,No,0
6137-MFAJN,48,No,Month-to-month,Yes,Electronic check,44.8,748,No,43444,Female,36,No,0
6137-NICCO,6,Yes,Month-to-month,Yes,Mailed check,94.05,1359,No,211130,Male,53,Yes,2
6139-ZZRBQ,64,Yes,Two year,Yes,Bank transfer (automatic),20.05,408,No,38088,Male,78,No,0
6140-QNRQQ,1,Yes,Month-to-month,Yes,Mailed check,71.55,1138,Yes,,Female,37,No,0
6141-OOXUQ,1,Yes,Month-to-month,No,Mailed check,19.65,192,Yes,26756,Male,26,No,0
6142-VSJQO,1,Yes,Month-to-month,Yes,Bank transfer (automatic),44.35,776,Yes,22498,Female,42,Yes,1
6143-JQKEA,10,Yes,Month-to-month,Yes,Credit card (automatic),45.8,661,No,27981,Female,62,No,0
6145-NNPNO,1,Yes,Month-to-month,No,Bank transfer (automatic),44.15,603,No,22491,Female,35,No,0
6147-CBCRA,33,Yes,Month-to-month,No,Mailed check,20.05,443,No,29477,Male,23,Yes,0
6152-ONASV,68,Yes,One year,No,Bank transfer (automatic),58.25,926,No,70401,Female,32,Yes,0
6156-UZDLF,26,Yes,One year,Yes,Credit card (automatic),87.15,1437,No,177021,Male,36,No,0
6158-DWPZT,9,No,One year,No,Bank transfer (automatic),24.1,436,Yes,44471,Male,45,Yes,0
6158-HDPXZ,1,No,Month-to-month,No,Mailed check,25.35,574,No,41934,Female,32,No,0
6161-ERDGD,71,Yes,One year,No,Electronic check,85.45,1492,No,113376,Male,39,Yes,1
6161-UUUTA,3,Yes,Month-to-month,Yes,Electronic check,79.9,1202,Yes,121178,Male,71,No,0
6164-HAQTX,71,No,Two year,No,Bank transfer (automatic),53.95,656,No,76415,Female,33,No,0
6164-HXUGH,6,Yes,Month-to-month,No,Mailed check,19.85,169,No,34993,Male,55,Yes,4
6166-ILMNY,2,Yes,Month-to-month,No,Bank transfer (automatic),69.75,993,Yes,99864,Female,59,No,0
6166-YIPFO,72,No,Two year,Yes,Electronic check,64.7,864,No,96775,Female,55,Yes,0
6168-WFVVF,3,Yes,Month-to-month,Yes,Electronic check,70.3,1215,Yes,92334,Female,74,No,0
6168-YBYNP,59,Yes,Month-to-month,Yes,Electronic check,111.35,1393,No,135332,Female,51,No,0
6169-PGNCD,57,Yes,Two year,Yes,Credit card (automatic),74.3,1269,No,92840,Female,60,No,0
6169-PPETC,35,Yes,Two year,No,Bank transfer (automatic),20.5,620,No,33524,Male,47,Yes,1
6171-ZTVYB,43,Yes,Month-to-month,No,Bank transfer (automatic),66.25,939,No,99896,Female,27,Yes,0
6172-FECYY,49,Yes,Month-to-month,No,Electronic check,84.5,1162,Yes,112273,Male,29,Yes,1
6173-GOLSU,67,Yes,Month-to-month,Yes,Credit card (automatic),94.65,1429,No,198361,Male,82,Yes,0
6173-ITPWD,47,Yes,Month-to-month,Yes,Bank transfer (automatic),83.35,1157,Yes,112915,Male,49,Yes,0
6174-NRBTZ,46,No,One year,Yes,Bank transfer (automatic),30.75,446,No,33295,Female,52,No,0
6175-IRFIT,5,Yes,Month-to-month,No,Mailed check,78.75,1228,No,100535,Female,24,No,0
6176-YJWAS,72,Yes,Two year,Yes,Credit card (automatic),97.95,1370,No,185530,Male,38,Yes,0
6177-PEVRA,48,Yes,Two year,No,Credit card (automatic),55.5,1031,No,82485,Female,50,No,0
6178-KFNHS,12,Yes,Month-to-month,Yes,Electronic check,78.3,1251,Yes,120172,Female,45,No,2
6179-GJPSO,43,Yes,Month-to-month,Yes,Credit card (automatic),108.15,1423,Yes,171885,Female,65,No,0
6180-YBIQI,5,No,Month-to-month,No,Mailed check,24.3,426,No,24949,Male,40,No,0
6181-AXXYF,72,Yes,Two year,No,Credit card (automatic),24.75,602,No,35312,Male,50,Yes,1
6184-DYUOB,3,Yes,Month-to-month,Yes,Mailed check,19.6,1000,No,131815,Male,62,Yes,0
6185-TASNN,1,Yes,Month-to-month,No,Electronic check,46.3,605,No,35696,Female,70,No,0
6188-UXBBR,38,Yes,One year,Yes,Credit card (automatic),20.25,449,No,26731,Male,37,Yes,0
6194-HBGQN,51,Yes,One year,Yes,Credit card (automatic),81.15,1268,No,112510,Male,26,No,0
6195-MELTI,57,Yes,One year,Yes,Mailed check,54.65,702,No,97262,Female,49,No,0
6196-HBOBZ,65,Yes,Two year,Yes,Electronic check,99.35,1448,No,209501,Male,40,Yes,0
6198-PNNSZ,56,Yes,One year,No,Bank transfer (automatic),109.8,1434,No,234779,Female,42,Yes,0
6198-RTPMF,17,Yes,Month-to-month,No,Electronic check,92.6,1479,No,183790,Male,58,Yes,0
6198-ZFIOJ,5,Yes,Month-to-month,No,Electronic check,75.6,1114,No,117174,Female,45,No,0
6199-IPCAO,29,Yes,Two year,No,Mailed check,26.1,604,No,24068,Female,60,Yes,1
6199-IWKGC,46,Yes,One year,No,Electronic check,100.25,1487,No,195990,Male,65,Yes,0
6202-DYYFX,22,Yes,One year,Yes,Credit card (automatic),76,1218,No,104884,Female,49,No,0
6202-JVYEU,9,Yes,One year,Yes,Electronic check,19.9,262,No,39892,Male,23,No,0
6203-HBZPA,52,No,Two year,No,Credit card (automatic),63.9,1045,No,95771,Female,25,No,0
6204-IEUXJ,3,Yes,Month-to-month,No,Credit card (automatic),80.1,1137,Yes,102172,Male,22,No,0
6207-WIOLX,25,No,Month-to-month,Yes,Credit card (automatic),58.6,943,Yes,85043,Female,24,Yes,1
6210-KBBPI,9,Yes,Month-to-month,Yes,Credit card (automatic),99.45,1405,Yes,196903,Male,63,No,0
6211-WHMYA,64,No,Month-to-month,Yes,Electronic check,43.85,772,No,41892,Female,80,No,0
6211-WWLTF,63,Yes,Two year,No,Credit card (automatic),99.7,1388,No,222000,Male,45,Yes,0
6212-ATMLK,50,Yes,Month-to-month,Yes,Electronic check,95.7,1483,No,196154,Male,40,No,0
6214-EDAKZ,22,Yes,Month-to-month,No,Electronic check,55.15,907,Yes,88366,Female,45,Yes,4
6215-NQCPY,15,Yes,Month-to-month,Yes,Electronic check,99.7,1462,No,198552,Male,62,No,0
6217-KDYWC,57,Yes,Two year,Yes,Mailed check,19.6,175,No,129892,Male,31,No,2
6217-TOWGS,17,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,1143,No,106913,Female,48,Yes,0
6218-KNUBD,6,Yes,Month-to-month,No,Electronic check,59.45,1027,No,94456,Female,64,No,0
6221-AVQYL,2,Yes,Month-to-month,Yes,Credit card (automatic),73.25,1223,Yes,94674,Female,36,No,0
6223-DHJGV,42,Yes,One year,Yes,Mailed check,20.65,587,No,24465,Male,51,No,0
6227-FBDXH,69,Yes,One year,No,Bank transfer (automatic),99.5,1375,No,196713,Male,33,Yes,0
6227-HWPWX,15,Yes,Month-to-month,No,Bank transfer (automatic),69,1085,Yes,76036,Female,28,No,1
6229-LSCKB,6,Yes,Month-to-month,Yes,Electronic check,79.7,1213,No,124422,Male,88,No,0
6229-UOLQL,56,No,One year,Yes,Mailed check,52,789,No,46220,Female,58,Yes,4
6230-BSUXY,1,Yes,Month-to-month,Yes,Electronic check,85,1140,Yes,118859,Male,65,No,0
6231-WFGFH,4,Yes,Month-to-month,Yes,Mailed check,20.5,582,No,42012,Male,46,Yes,5
6233-HXJMX,45,Yes,Month-to-month,Yes,Credit card (automatic),89.3,1450,No,159866,Male,58,No,0
6234-PFPXL,22,Yes,Month-to-month,No,Credit card (automatic),95.9,1401,No,210797,Male,25,Yes,0
6234-RAAPL,72,Yes,Two year,No,Bank transfer (automatic),99.9,1388,No,217972,Male,30,Yes,1
6235-VDHOM,5,No,Month-to-month,No,Electronic check,28.45,525,Yes,31690,Female,75,No,0
6240-EURKS,18,No,Month-to-month,Yes,Electronic check,35,693,Yes,37080,Female,54,No,3
6242-FEGFD,66,Yes,Two year,No,Mailed check,96.6,1419,Undecided,191709,Male,19,Yes,0
6242-MBHPK,23,Yes,Month-to-month,Yes,Electronic check,95.1,1412,No,206402,Male,67,Yes,0
6242-SGYTS,62,Yes,One year,Yes,Credit card (automatic),94.95,1407,No,200312,Male,51,Yes,1
6243-OZGFH,23,No,Month-to-month,Yes,Electronic check,44.95,807,No,28766,Female,51,No,0
6244-BESBM,69,Yes,Two year,Yes,Credit card (automatic),95.2,1367,No,193985,Male,30,Yes,2
6248-BSHKG,61,Yes,One year,No,Mailed check,20.4,410,No,27870,Male,63,Yes,3
6248-TKCQV,70,Yes,Two year,Yes,Bank transfer (automatic),80.6,1291,No,118989,Male,44,Yes,6
6250-CGGUN,54,Yes,One year,No,Electronic check,84.4,1144,No,105711,Male,23,No,0
6252-DFGTK,37,Yes,One year,No,Credit card (automatic),68.1,864,No,98002,Female,27,Yes,0
6253-GNHWH,71,Yes,Two year,No,Mailed check,71.1,1252,No,87682,Female,48,Yes,5
6253-WRFHY,13,Yes,One year,Yes,Electronic check,64.75,1002,No,97931,Female,39,Yes,1
6257-DTAYD,71,Yes,Two year,Yes,Credit card (automatic),104.15,1468,No,199090,Female,36,Yes,0
6257-RJOHI,4,Yes,Month-to-month,Yes,Mailed check,50.8,619,No,61816,Female,33,No,0
6258-NGCNG,7,Yes,Month-to-month,No,Mailed check,23.5,486,No,31522,Male,41,No,0
6258-PVZWJ,68,Yes,Two year,Yes,Credit card (automatic),90.8,1464,No,154051,Male,40,Yes,0
6259-WJQLC,32,Yes,Month-to-month,Yes,Credit card (automatic),81.1,1187,No,122782,Male,66,No,0
6260-ONULR,1,Yes,Month-to-month,Yes,Mailed check,62.8,939,No,95471,Female,33,No,0
6260-XLACS,4,Yes,One year,No,Mailed check,19.7,189,No,32420,Male,43,No,0
6261-LHRTG,26,Yes,Month-to-month,Yes,Credit card (automatic),54.75,805,No,84901,Female,52,No,0
6261-RCVNS,42,Yes,One year,No,Credit card (automatic),73.9,1244,Yes,71783,Female,33,No,0
6265-FRMTQ,31,Yes,Two year,No,Bank transfer (automatic),20.4,481,No,36617,Male,25,No,0
6265-SXWBU,69,Yes,One year,No,Credit card (automatic),95.75,1428,No,214914,Male,45,Yes,2
6266-QHOJZ,65,Yes,One year,Yes,Electronic check,89.85,1462,No,199633,Male,25,No,0
6267-DCFFZ,30,Yes,Month-to-month,Yes,Electronic check,90.05,1478,No,191878,Male,63,Yes,0
6270-OMFIW,60,Yes,One year,Yes,Electronic check,94.4,1368,Yes,223089,Male,26,Yes,0
6275-YDUVO,2,Yes,Month-to-month,Yes,Mailed check,86.2,1403,Yes,160231,Male,32,No,0
6278-FEPBZ,9,Yes,Month-to-month,No,Mailed check,20.25,613,No,31254,Male,30,No,0
6281-FKEWS,44,No,One year,Yes,Electronic check,49.05,785,No,43864,Female,32,No,0
6283-GITPX,71,Yes,Two year,Yes,Credit card (automatic),76.9,1245,No,117546,Female,23,No,1
6284-AHOOQ,22,Yes,Month-to-month,Yes,Bank transfer (automatic),90.5,1395,Yes,129824,Male,62,No,0
6284-KMNUF,56,Yes,One year,Yes,Electronic check,98,1361,No,192364,Male,55,Yes,0
6285-FTQBF,72,Yes,Two year,No,Credit card (automatic),25.55,561,No,31414,Female,35,Yes,1
6286-SUUWT,1,Yes,Month-to-month,No,Mailed check,19.95,243,No,31165,Male,52,No,0
6286-ZHAOK,20,Yes,Month-to-month,Yes,Bank transfer (automatic),25.55,605,No,35385,Female,33,Yes,3
6288-CHQJB,54,Yes,Two year,No,Bank transfer (automatic),69.95,938,No,94006,Female,40,Yes,1
6288-LBEAR,23,Yes,Month-to-month,Yes,Mailed check,79.1,1258,No,124674,Male,33,No,0
6289-CPNLD,33,Yes,One year,Yes,Mailed check,73.9,1264,Yes,86428,Female,58,Yes,1
6292-TOSSS,50,Yes,Two year,No,Bank transfer (automatic),24.9,562,No,37014,Male,34,No,0
6295-OSINB,72,Yes,Two year,Yes,Electronic check,109.65,1376,No,215135,Female,25,Yes,0
6296-DDOOR,19,Yes,One year,No,Electronic check,58.2,885,No,83250,Female,50,No,0
6297-NOOPG,70,Yes,Two year,Yes,Electronic check,110.5,1397,No,226039,Female,32,Yes,0
6298-QDFNH,22,Yes,Month-to-month,Yes,Electronic check,79.35,1125,Yes,111751,Male,38,No,0
6300-BWMJX,59,Yes,Month-to-month,No,Electronic check,93.35,1453,Undecided,128414,Male,24,Yes,0
6302-JGYRJ,31,Yes,One year,Yes,Mailed check,79.45,1122,Yes,115931,Male,43,No,5
6303-KFWSL,29,Yes,One year,Yes,Electronic check,55.25,928,No,88622,Female,55,No,0
6304-IJFSQ,3,Yes,Month-to-month,Yes,Mailed check,49.9,782,Yes,23953,Female,49,No,0
6305-YLBMM,69,Yes,One year,Yes,Bank transfer (automatic),104.05,1497,Yes,207270,Female,28,No,0
6308-CQRBU,71,Yes,Two year,No,Electronic check,109.25,1469,No,79902,Female,51,Yes,0
6311-UEUME,29,Yes,Month-to-month,Yes,Electronic check,78.9,1289,Yes,111805,Female,51,No,0
6313-GIDIT,53,No,Month-to-month,Yes,Electronic check,54.45,798,Yes,89767,Female,65,No,0
6317-YPKDH,1,No,Month-to-month,No,Bank transfer (automatic),29.95,428,Yes,31069,Female,22,No,0
6319-IEJWJ,20,Yes,Month-to-month,Yes,Electronic check,90.2,1365,Yes,128019,Male,32,Yes,2
6319-QSUSR,11,Yes,Month-to-month,No,Credit card (automatic),19.7,319,No,23166,Male,27,No,3
6322-HRPFA,49,Yes,Month-to-month,No,Credit card (automatic),59.6,1007,No,77818,Female,22,Yes,1
6322-PJJDJ,49,Yes,Two year,Yes,Electronic check,94.8,1482,No,203046,Male,43,Yes,0
6323-AYBRX,59,Yes,Two year,No,Mailed check,19.35,302,Yes,30229,Male,35,No,0
6326-MTTXK,8,Yes,Month-to-month,No,Electronic check,100.85,1397,Yes,212983,Male,27,No,0
6328-ZPBGN,11,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,1429,Yes,182730,Male,63,No,0
6330-JKLPC,11,Yes,Month-to-month,Yes,Bank transfer (automatic),80.5,1197,Yes,103328,Male,54,Yes,0
6331-EWIEB,20,Yes,Month-to-month,Yes,Electronic check,85.25,1391,Yes,108635,Male,40,No,0
6331-LWDTQ,10,Yes,Month-to-month,Yes,Credit card (automatic),72.15,1179,Undecided,71766,Female,19,No,0
6332-FBZRI,67,Yes,One year,Yes,Credit card (automatic),69.35,1039,No,74806,Female,29,Yes,1
6333-YDVLT,65,Yes,One year,Yes,Credit card (automatic),110,1487,No,170953,Female,51,No,0
6338-AVWCY,3,No,Month-to-month,Yes,Mailed check,40.15,600,Yes,34327,Female,55,No,0
6339-DKLMK,13,No,Month-to-month,Yes,Electronic check,31.65,450,No,24860,Female,34,No,0
6339-RZCBJ,48,Yes,Two year,No,Credit card (automatic),78.9,1184,No,113059,Female,25,No,0
6339-TBELP,71,Yes,Two year,Yes,Credit card (automatic),86.4,1483,No,197227,Male,23,No,0
6339-YPSAH,9,Yes,Month-to-month,Yes,Electronic check,73.8,1270,No,87777,Female,57,No,0
6340-DACFT,50,Yes,Two year,No,Credit card (automatic),20.55,464,No,36836,Male,45,Yes,4
6341-AEVKX,62,Yes,One year,Yes,Electronic check,104.3,1377,No,194104,Female,27,Yes,0
6341-JVQGF,31,Yes,One year,Yes,Mailed check,81.15,1297,No,106066,Male,33,Yes,1
6344-SFJVH,20,No,Month-to-month,No,Credit card (automatic),24.9,599,No,30122,Male,55,No,0
6345-FZOQH,69,Yes,Two year,No,Mailed check,19.9,243,No,37897,Male,55,Yes,0
6345-HOVES,34,No,Month-to-month,Yes,Bank transfer (automatic),25.05,593,No,26892,Female,37,No,0
6345-ULYRW,44,Yes,One year,No,Mailed check,88.4,1406,Yes,164369,Male,65,Yes,0
6347-DCUIK,10,Yes,Month-to-month,Yes,Mailed check,74.15,1240,Yes,81316,Female,32,No,0
6348-SNFUS,72,No,Two year,Yes,Credit card (automatic),55.45,986,No,82360,Female,27,Yes,1
6349-JDHQP,53,Yes,Two year,No,Credit card (automatic),19.85,273,No,27296,Male,55,No,0
6350-XFYGW,4,Yes,Month-to-month,Yes,Electronic check,94.75,1393,No,205121,Male,77,No,0
6351-SCJKT,3,No,Month-to-month,No,Mailed check,41.35,732,No,37306,Female,47,No,0
6352-GIGGQ,67,Yes,One year,Yes,Bank transfer (automatic),88.8,1470,No,188313,Male,62,No,0
6352-TWCAU,35,Yes,Month-to-month,Yes,Electronic check,86.45,1500,Yes,153152,Male,59,No,0
6353-BRMMA,54,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,1356,No,196741,Female,44,Yes,2
6356-ELRKD,1,Yes,Month-to-month,Yes,Electronic check,95.6,1363,Yes,185936,Male,64,No,0
6357-JJPQT,3,Yes,Month-to-month,Yes,Electronic check,80.5,1261,No,119490,Male,33,No,0
6358-LYNGM,1,Yes,Month-to-month,Yes,Electronic check,74.9,320,Yes,114729,Female,55,No,0
6360-SVNWV,31,Yes,Month-to-month,Yes,Credit card (automatic),73.55,1134,No,70857,Female,88,No,0
6362-QHAFM,42,Yes,One year,Yes,Electronic check,108.3,1417,No,150734,Female,45,Yes,0
6365-HITVU,71,Yes,Two year,No,Credit card (automatic),87.25,1465,No,140087,Male,37,Yes,1
6365-MTGZX,24,Yes,Month-to-month,Yes,Electronic check,96,1462,Yes,209822,Male,34,No,0
6366-XIVKZ,13,Yes,Month-to-month,Yes,Mailed check,63.15,1039,No,89881,Female,33,Yes,1
6366-ZGQGL,1,No,Month-to-month,No,Bank transfer (automatic),24.8,478,Yes,32494,Male,38,No,0
6368-NWMCE,38,Yes,Month-to-month,No,Credit card (automatic),68.15,1055,No,80060,Female,55,No,0
6368-TZZDT,4,Yes,Two year,No,Credit card (automatic),19.5,282,No,41817,Male,40,Yes,2
6369-MCAKO,68,Yes,Two year,Yes,Bank transfer (automatic),89.05,1358,No,143392,Male,60,Yes,4
6370-ZVHDV,61,Yes,Two year,No,Bank transfer (automatic),25.3,538,No,42970,Female,41,Yes,0
6371-NZYEG,16,Yes,Two year,No,Mailed check,64.25,1052,No,91346,Female,48,Yes,4
6372-RFVNS,1,Yes,Month-to-month,No,Electronic check,78.8,1286,Yes,119873,Female,45,Yes,0
6374-AFWOX,46,Yes,Two year,No,Mailed check,65.65,916,No,75617,Female,42,Yes,0
6374-NTQLP,72,Yes,Two year,Yes,Credit card (automatic),104.1,1470,No,204796,Female,65,Yes,5
6376-GAHQE,4,Yes,Month-to-month,No,Electronic check,77.85,1163,Yes,123038,Female,32,No,0
6377-KSLXC,5,Yes,Month-to-month,No,Mailed check,19.95,245,Undecided,35037,Male,22,No,0
6377-WHAOX,60,Yes,Month-to-month,Yes,Electronic check,106.15,1351,No,222554,Female,32,Yes,0
6379-RXJRQ,10,Yes,Month-to-month,Yes,Electronic check,70.1,1268,Yes,94694,Female,51,Yes,0
6380-ARCEH,1,Yes,Month-to-month,No,Mailed check,20.2,615,No,27691,Male,55,No,0
6383-ZTSIW,39,Yes,One year,No,Mailed check,99.1,1483,No,,Male,62,Yes,0
6384-VMJHP,72,Yes,Two year,Yes,Credit card (automatic),73,1238,No,89112,Female,36,No,0
6386-SZZKH,49,Yes,Two year,Yes,Bank transfer (automatic),107.95,1476,Yes,200804,Female,26,Yes,1
6388-TABGU,62,Yes,One year,No,Bank transfer (automatic),56.15,954,No,85353,Female,51,No,4
6390-DSAZX,1,Yes,Month-to-month,Yes,Mailed check,73.6,1266,Yes,84698,Female,59,No,4
6393-WRYZE,34,Yes,Month-to-month,Yes,Electronic check,97.65,1479,Yes,217248,Male,56,Yes,0
6394-HHHZM,3,Yes,Month-to-month,No,Mailed check,20.7,454,No,26873,Male,36,No,0
6394-MFYNG,48,Yes,Month-to-month,Yes,Bank transfer (automatic),107.4,1382,Yes,84653,Female,53,No,0
6397-JNZZG,43,No,Month-to-month,No,Credit card (automatic),55.55,1047,Yes,78804,Female,67,Yes,0
6400-BWQKW,6,Yes,Month-to-month,Yes,Electronic check,79.05,1135,Yes,105394,Male,37,No,0
6402-EJMWF,4,Yes,Month-to-month,Yes,Mailed check,55.3,1031,No,72109,Female,55,No,0
6402-SSEJG,25,No,One year,No,Electronic check,61.05,963,No,71941,Female,62,No,0
6402-ZFPPI,25,Yes,Month-to-month,Yes,Mailed check,102.8,1372,Yes,197905,Female,71,No,0
6407-GSJNL,51,Yes,Two year,No,Bank transfer (automatic),24.95,406,No,30098,Female,45,No,0
6407-UTSLV,2,Yes,Month-to-month,Yes,Bank transfer (automatic),83.8,1175,No,105699,Male,65,No,0
6408-OTUBZ,66,Yes,One year,Yes,Bank transfer (automatic),104.55,1454,No,191465,Female,62,No,0
6408-WHTEF,72,Yes,Two year,Yes,Mailed check,89.4,1431,No,151830,Male,60,Yes,6
